,atm_name,weekday,festival_religion,working_day,holiday_sequence,trans_date_set,trans_month,trans_year,prevweek_mean,total_amount_withdrawn
3426,Mount Road ATM,SATURDAY,NH,H,WHH,4,11,2012,937129,506100
3430,Mount Road ATM,SUNDAY,NH,H,HHW,4,11,2012,937129,400
3435,Mount Road ATM,SUNDAY,NH,H,HHW,4,11,2012,367900,338300
3440,Mount Road ATM,SUNDAY,NH,H,HHW,4,11,2012,367900,684000
3445,Mount Road ATM,SUNDAY,NH,H,HHW,5,11,2012,367900,422900
3450,Mount Road ATM,SUNDAY,NH,H,HHW,5,11,2012,367900,404200
3455,Mount Road ATM,SUNDAY,NH,H,HHW,5,11,2012,367900,81300
3461,Mount Road ATM,SATURDAY,NH,H,WHH,5,11,2012,367900,439600
3466,Mount Road ATM,SUNDAY,M,H,HHW,5,11,2012,367900,95600
3471,Mount Road ATM,SUNDAY,M,H,HHW,6,11,2012,352272,408300
3476,Mount Road ATM,SUNDAY,M,H,HHW,6,11,2012,352272,315900
3481,Mount Road ATM,SUNDAY,M,H,HHW,6,11,2012,352272,408600
3486,Mount Road ATM,SUNDAY,M,H,HHW,6,11,2012,352272,310300
3491,Mount Road ATM,SUNDAY,M,H,HHW,6,11,2012,352272,692000
3496,Mount Road ATM,SATURDAY,NH,H,WHH,1,12,2012,352272,704000
3501,Mount Road ATM,SUNDAY,NH,H,HHW,1,12,2012,352272,856300
3506,Mount Road ATM,SUNDAY,NH,H,HHW,1,12,2012,527915,695300
3511,Mount Road ATM,SUNDAY,NH,H,HHW,1,12,2012,527915,800900
3516,Mount Road ATM,SUNDAY,NH,H,HHW,1,12,2012,527915,679300
3521,Mount Road ATM,SUNDAY,NH,H,HHW,2,12,2012,527915,517600
3526,Mount Road ATM,SUNDAY,NH,H,HHW,2,12,2012,527915,486200
3531,Mount Road ATM,SATURDAY,NH,H,WHH,2,12,2012,527915,806100
3536,Mount Road ATM,SUNDAY,NH,H,HHW,2,12,2012,527915,412100
3541,Mount Road ATM,SUNDAY,NH,H,HHW,2,12,2012,628215,725900
3546,Mount Road ATM,SUNDAY,NH,H,HHW,3,12,2012,628215,378600
3551,Mount Road ATM,SUNDAY,NH,H,HHW,3,12,2012,628215,685600
3556,Mount Road ATM,SUNDAY,NH,H,HHW,3,12,2012,628215,568200
3561,Mount Road ATM,SUNDAY,NH,H,HHW,3,12,2012,628215,480200
3566,Mount Road ATM,SATURDAY,NH,H,WHH,3,12,2012,628215,557100
3571,Mount Road ATM,SUNDAY,NH,H,HHW,4,12,2012,628215,278000
3576,Mount Road ATM,SUNDAY,NH,H,HHW,4,12,2012,524800,585600
3581,Mount Road ATM,SUNDAY,NH,H,HHW,4,12,2012,524800,562600
3586,Mount Road ATM,SUNDAY,NH,H,HHW,4,12,2012,524800,824600
3591,Mount Road ATM,SUNDAY,NH,H,HHW,4,12,2012,524800,535500
3596,Mount Road ATM,SUNDAY,NH,H,HHW,5,12,2012,524800,396400
3601,Mount Road ATM,SATURDAY,NH,H,WHH,5,12,2012,524800,566900
3606,Mount Road ATM,SUNDAY,NH,H,HHW,5,12,2012,524800,416900
3611,Mount Road ATM,SUNDAY,NH,H,HHW,5,12,2012,555500,494600
3616,Mount Road ATM,TUESDAY,C,H,WHW,5,12,2012,555500,230300
3620,Mount Road ATM,TUESDAY,C,H,WHW,6,12,2012,555500,445600
3625,Mount Road ATM,TUESDAY,C,H,WHW,6,12,2012,555500,398000
3630,Mount Road ATM,TUESDAY,C,H,WHW,6,12,2012,555500,486400
3635,Mount Road ATM,SATURDAY,NH,H,WHH,6,12,2012,555500,171400
3640,Mount Road ATM,SUNDAY,NH,H,HHW,6,12,2012,555500,262600
3645,Mount Road ATM,SUNDAY,NH,H,HHW,7,12,2012,355558,1037800
3650,Mount Road ATM,TUESDAY,C,H,WHW,1,1,2013,433158,377900
3655,Mount Road ATM,WEDNESDAY,NH,W,HWW,1,1,2013,433158,772300
3660,Mount Road ATM,THURSDAY,NH,W,WWW,1,1,2013,433158,738100
3665,Mount Road ATM,FRIDAY,NH,W,WHH,1,1,2013,433158,633100
3670,Mount Road ATM,SATURDAY,NH,H,HHW,1,1,2013,433158,983100
3675,Mount Road ATM,SUNDAY,NH,H,HWW,2,1,2013,433158,583500
3680,Mount Road ATM,MONDAY,NH,W,WWW,2,1,2013,681334,424000
3685,Mount Road ATM,TUESDAY,NH,W,WWW,2,1,2013,681334,602400
3690,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,1,2013,681334,668000
3695,Mount Road ATM,THURSDAY,NH,W,WWW,2,1,2013,681334,741100
3700,Mount Road ATM,FRIDAY,NH,W,WWH,3,1,2013,681334,589800
3705,Mount Road ATM,SATURDAY,NH,H,HHH,3,1,2013,681334,564000
3710,Mount Road ATM,SUNDAY,NH,H,HHH,3,1,2013,681334,344500
3715,Mount Road ATM,MONDAY,H,H,HHH,3,1,2013,561972,2600
3720,Mount Road ATM,TUESDAY,H,H,HHH,3,1,2013,561972,100500
3725,Mount Road ATM,WEDNESDAY,H,H,HHW,4,1,2013,561972,237000
3730,Mount Road ATM,THURSDAY,NH,W,HWW,4,1,2013,561972,556900
3735,Mount Road ATM,FRIDAY,NH,W,WWH,4,1,2013,561972,710300
3740,Mount Road ATM,SATURDAY,NH,H,WHH,4,1,2013,561972,408100
3745,Mount Road ATM,SUNDAY,NH,H,HHW,4,1,2013,561972,314600
3750,Mount Road ATM,MONDAY,NH,W,HWW,5,1,2013,332858,514100
3755,Mount Road ATM,TUESDAY,NH,W,WWW,5,1,2013,332858,399500
3760,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,1,2013,332858,737300
3765,Mount Road ATM,THURSDAY,NH,W,WWH,5,1,2013,332858,628200
3770,Mount Road ATM,FRIDAY,M,H,WHH,5,1,2013,332858,152600
3775,Mount Road ATM,SATURDAY,N,H,HHH,6,1,2013,332858,21000
3784,Mount Road ATM,MONDAY,NH,W,HWW,6,1,2013,408784,523300
3789,Mount Road ATM,TUESDAY,NH,W,WWW,6,1,2013,408784,525300
3794,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,1,2013,408784,520100
3799,Mount Road ATM,THURSDAY,NH,W,WWW,7,1,2013,408784,625200
3804,Mount Road ATM,FRIDAY,NH,W,WWH,1,2,2013,408784,792900
3809,Mount Road ATM,SATURDAY,NH,H,WHH,1,2,2013,408784,921900
3814,Mount Road ATM,SUNDAY,NH,H,HHW,1,2,2013,408784,516400
3819,Mount Road ATM,MONDAY,NH,W,HWW,1,2,2013,632158,887800
3824,Mount Road ATM,TUESDAY,NH,W,WWW,1,2,2013,632158,802000
3829,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,2,2013,632158,690400
3834,Mount Road ATM,THURSDAY,NH,W,WWW,2,2,2013,632158,814900
3839,Mount Road ATM,FRIDAY,NH,W,WWH,2,2,2013,632158,610800
3844,Mount Road ATM,SATURDAY,NH,H,WHH,2,2,2013,632158,942400
3849,Mount Road ATM,SUNDAY,NH,H,HHW,2,2,2013,632158,445500
3854,Mount Road ATM,MONDAY,NH,W,HWW,3,2,2013,741972,624300
3859,Mount Road ATM,TUESDAY,NH,W,WWW,3,2,2013,741972,665300
3864,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,2,2013,741972,575300
3869,Mount Road ATM,THURSDAY,NH,W,WWW,3,2,2013,741972,522200
3874,Mount Road ATM,FRIDAY,NH,W,WWH,3,2,2013,741972,363000
3879,Mount Road ATM,SATURDAY,NH,H,WHH,4,2,2013,741972,494800
3884,Mount Road ATM,SUNDAY,NH,H,HHW,4,2,2013,741972,440200
3889,Mount Road ATM,MONDAY,NH,W,HWW,4,2,2013,526443,609200
3894,Mount Road ATM,TUESDAY,NH,W,WWW,4,2,2013,526443,731400
3899,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,2,2013,526443,653100
3904,Mount Road ATM,THURSDAY,NH,W,WWW,5,2,2013,526443,557800
3909,Mount Road ATM,FRIDAY,NH,W,WWH,5,2,2013,526443,492000
3914,Mount Road ATM,SATURDAY,NH,H,WHH,5,2,2013,526443,712500
3919,Mount Road ATM,SUNDAY,NH,H,HHW,5,2,2013,526443,26700
3924,Mount Road ATM,MONDAY,NH,W,HWW,5,2,2013,540386,628400
3929,Mount Road ATM,TUESDAY,NH,W,WWW,6,2,2013,540386,670300
3934,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,2,2013,540386,528000
3939,Mount Road ATM,THURSDAY,NH,W,WWW,6,2,2013,540386,606800
3944,Mount Road ATM,FRIDAY,NH,W,WWH,1,3,2013,540386,831400
3949,Mount Road ATM,SATURDAY,NH,H,WHH,1,3,2013,540386,830800
3954,Mount Road ATM,SUNDAY,NH,H,HHW,1,3,2013,540386,413300
3959,Mount Road ATM,MONDAY,NH,W,HWW,1,3,2013,644143,988400
3964,Mount Road ATM,TUESDAY,NH,W,WWW,1,3,2013,644143,693300
3969,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,3,2013,644143,734300
3974,Mount Road ATM,THURSDAY,NH,W,WWW,2,3,2013,644143,436900
3979,Mount Road ATM,FRIDAY,NH,W,WWH,2,3,2013,644143,641000
3984,Mount Road ATM,SATURDAY,NH,H,WHH,2,3,2013,644143,528600
3993,Mount Road ATM,MONDAY,NH,W,HWW,3,3,2013,670417,602300
3998,Mount Road ATM,TUESDAY,NH,W,WWW,3,3,2013,670417,625300
4003,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,3,2013,670417,395500
4008,Mount Road ATM,THURSDAY,NH,W,WWW,3,3,2013,670417,378800
4013,Mount Road ATM,FRIDAY,NH,W,WWH,3,3,2013,670417,492300
4018,Mount Road ATM,SATURDAY,NH,H,WHH,4,3,2013,670417,645700
4023,Mount Road ATM,SUNDAY,NH,H,HHW,4,3,2013,670417,289400
4028,Mount Road ATM,MONDAY,NH,W,HWW,4,3,2013,489900,228800
4033,Mount Road ATM,TUESDAY,NH,W,WWW,4,3,2013,489900,549000
4038,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,3,2013,489900,465400
4043,Mount Road ATM,THURSDAY,NH,W,WWW,5,3,2013,489900,532300
4048,Mount Road ATM,FRIDAY,NH,W,WWH,5,3,2013,489900,415700
4053,Mount Road ATM,SATURDAY,NH,H,WHH,5,3,2013,489900,566200
4058,Mount Road ATM,SUNDAY,NH,H,HHW,5,3,2013,489900,240900
4063,Mount Road ATM,MONDAY,NH,W,HWW,5,3,2013,428329,393400
4068,Mount Road ATM,TUESDAY,NH,W,WWW,6,3,2013,428329,444100
4073,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,3,2013,428329,477200
4078,Mount Road ATM,THURSDAY,NH,W,WWH,6,3,2013,428329,122300
4083,Mount Road ATM,FRIDAY,C,H,WHH,6,3,2013,428329,384200
4088,Mount Road ATM,SATURDAY,NH,H,HHH,6,3,2013,428329,604500
4093,Mount Road ATM,SUNDAY,NH,H,HHW,7,3,2013,428329,337800
4098,Mount Road ATM,MONDAY,NH,W,HWW,1,4,2013,394786,509600
4103,Mount Road ATM,TUESDAY,NH,W,WWW,1,4,2013,394786,631400
4108,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,4,2013,394786,464100
4113,Mount Road ATM,THURSDAY,NH,W,WWW,1,4,2013,394786,1019200
4118,Mount Road ATM,FRIDAY,NH,W,WWH,1,4,2013,394786,668600
4123,Mount Road ATM,SATURDAY,NH,H,WHH,2,4,2013,394786,828000
4128,Mount Road ATM,SUNDAY,NH,H,HHW,2,4,2013,394786,411700
4133,Mount Road ATM,MONDAY,NH,W,HWW,2,4,2013,647515,480400
4138,Mount Road ATM,TUESDAY,NH,W,WWW,2,4,2013,647515,672500
4143,Mount Road ATM,WEDNESDAY,NH,W,WWH,2,4,2013,647515,609900
4148,Mount Road ATM,THURSDAY,H,H,WHW,3,4,2013,647515,488800
4153,Mount Road ATM,FRIDAY,NH,W,HWH,3,4,2013,647515,527100
4158,Mount Road ATM,SATURDAY,NH,H,WHH,3,4,2013,647515,828700
4163,Mount Road ATM,SUNDAY,N,H,HHW,3,4,2013,647515,408900
4168,Mount Road ATM,MONDAY,NH,W,HWW,3,4,2013,573758,486800
4173,Mount Road ATM,TUESDAY,NH,W,WWW,4,4,2013,573758,619900
4178,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,4,2013,573758,815400
4183,Mount Road ATM,THURSDAY,NH,W,WWW,4,4,2013,573758,686000
4188,Mount Road ATM,FRIDAY,NH,W,WWH,4,4,2013,573758,769200
4193,Mount Road ATM,SATURDAY,NH,H,WHH,4,4,2013,573758,1035900
4198,Mount Road ATM,SUNDAY,NH,H,HHW,5,4,2013,573758,516000
4207,Mount Road ATM,TUESDAY,NH,W,WWH,5,4,2013,704172,452700
4212,Mount Road ATM,WEDNESDAY,H,H,WHW,5,4,2013,704172,450300
4217,Mount Road ATM,THURSDAY,NH,W,HWW,5,4,2013,704172,371700
4222,Mount Road ATM,FRIDAY,NH,W,WWH,6,4,2013,704172,281900
4227,Mount Road ATM,SATURDAY,NH,H,WHH,6,4,2013,704172,685400
4232,Mount Road ATM,SUNDAY,NH,H,HHW,6,4,2013,704172,551300
4237,Mount Road ATM,MONDAY,NH,W,HWW,6,4,2013,465550,650400
4242,Mount Road ATM,TUESDAY,NH,W,WWH,6,4,2013,465550,780000
4247,Mount Road ATM,WEDNESDAY,N,H,WHW,1,5,2013,465550,635200
4252,Mount Road ATM,THURSDAY,NH,W,HWW,1,5,2013,465550,639600
4257,Mount Road ATM,FRIDAY,NH,W,WWH,1,5,2013,465550,733800
4262,Mount Road ATM,SATURDAY,NH,H,WHH,1,5,2013,465550,1024000
4267,Mount Road ATM,SUNDAY,NH,H,HHW,1,5,2013,465550,495600
4272,Mount Road ATM,MONDAY,NH,W,HWW,2,5,2013,708372,691400
4277,Mount Road ATM,TUESDAY,NH,W,WWW,2,5,2013,708372,807100
4282,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,5,2013,708372,686700
4287,Mount Road ATM,THURSDAY,NH,W,WWW,2,5,2013,708372,635200
4292,Mount Road ATM,FRIDAY,NH,W,WWH,2,5,2013,708372,912900
4297,Mount Road ATM,SATURDAY,NH,H,WHH,3,5,2013,708372,613900
4302,Mount Road ATM,SUNDAY,NH,H,HHW,3,5,2013,708372,512100
4307,Mount Road ATM,MONDAY,NH,W,HWW,3,5,2013,694186,833200
4312,Mount Road ATM,TUESDAY,NH,W,WWW,3,5,2013,694186,525500
4317,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,5,2013,694186,464500
4322,Mount Road ATM,THURSDAY,NH,W,WWW,4,5,2013,694186,397800
4327,Mount Road ATM,FRIDAY,NH,W,WWH,4,5,2013,694186,440800
4332,Mount Road ATM,SATURDAY,NH,H,WHH,4,5,2013,694186,721500
4337,Mount Road ATM,SUNDAY,NH,H,HHW,4,5,2013,694186,359100
4342,Mount Road ATM,MONDAY,NH,W,HWW,4,5,2013,534629,363700
4347,Mount Road ATM,TUESDAY,NH,W,WWW,5,5,2013,534629,692100
4352,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,5,2013,534629,460400
4357,Mount Road ATM,THURSDAY,NH,W,WWW,5,5,2013,534629,476200
4362,Mount Road ATM,FRIDAY,NH,W,WWH,5,5,2013,534629,464300
4367,Mount Road ATM,SATURDAY,H,H,WHH,5,5,2013,534629,540000
4371,Mount Road ATM,SUNDAY,NH,H,HHW,6,5,2013,534629,139500
4376,Mount Road ATM,MONDAY,NH,W,HWW,6,5,2013,448029,637300
4381,Mount Road ATM,TUESDAY,NH,W,WWW,6,5,2013,448029,326300
4386,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,5,2013,448029,355700
4391,Mount Road ATM,THURSDAY,NH,W,WWW,6,5,2013,448029,488900
4396,Mount Road ATM,FRIDAY,NH,W,WWH,7,5,2013,448029,501100
4401,Mount Road ATM,SATURDAY,NH,H,WHH,1,6,2013,448029,839600
4406,Mount Road ATM,SUNDAY,NH,H,HHW,1,6,2013,448029,653100
4411,Mount Road ATM,MONDAY,NH,W,HWW,1,6,2013,543143,771600
4416,Mount Road ATM,TUESDAY,NH,W,WWW,1,6,2013,543143,703300
4421,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,6,2013,543143,870500
4426,Mount Road ATM,THURSDAY,NH,W,WWW,2,6,2013,543143,997300
4431,Mount Road ATM,FRIDAY,NH,W,WWH,2,6,2013,543143,528300
4436,Mount Road ATM,SATURDAY,NH,H,WHH,2,6,2013,543143,722300
4441,Mount Road ATM,SUNDAY,NH,H,HHW,2,6,2013,543143,376400
4446,Mount Road ATM,MONDAY,NH,W,HWW,2,6,2013,709958,488300
4451,Mount Road ATM,TUESDAY,NH,W,WWW,3,6,2013,709958,784700
4456,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,6,2013,709958,482400
4461,Mount Road ATM,THURSDAY,NH,W,WWW,3,6,2013,709958,521500
4466,Mount Road ATM,FRIDAY,NH,W,WWH,3,6,2013,709958,493000
4471,Mount Road ATM,SATURDAY,NH,H,WHH,3,6,2013,709958,649800
4476,Mount Road ATM,SUNDAY,NH,H,HHW,4,6,2013,709958,223500
4481,Mount Road ATM,MONDAY,NH,W,HWW,4,6,2013,520458,627700
4486,Mount Road ATM,TUESDAY,NH,W,WWW,4,6,2013,520458,557000
4491,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,6,2013,520458,592200
4496,Mount Road ATM,THURSDAY,NH,W,WWW,4,6,2013,520458,630400
4501,Mount Road ATM,FRIDAY,NH,W,WWH,5,6,2013,520458,755700
4506,Mount Road ATM,SATURDAY,NH,H,WHH,5,6,2013,520458,520200
4511,Mount Road ATM,SUNDAY,NH,H,HHW,5,6,2013,520458,243500
4516,Mount Road ATM,MONDAY,NH,W,HWW,5,6,2013,560958,606000
4521,Mount Road ATM,TUESDAY,NH,W,WWW,5,6,2013,560958,206700
4526,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,6,2013,560958,672500
4531,Mount Road ATM,THURSDAY,NH,W,WWW,6,6,2013,560958,519900
4536,Mount Road ATM,FRIDAY,NH,W,WWH,6,6,2013,560958,495400
4541,Mount Road ATM,SATURDAY,NH,H,WHH,6,6,2013,560958,912600
4546,Mount Road ATM,SUNDAY,NH,H,HHW,6,6,2013,560958,575700
4551,Mount Road ATM,MONDAY,NH,W,HWW,1,7,2013,569829,741700
4556,Mount Road ATM,TUESDAY,NH,W,WWW,1,7,2013,569829,592600
4561,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,7,2013,569829,932700
4566,Mount Road ATM,THURSDAY,NH,W,WWW,1,7,2013,569829,899700
4571,Mount Road ATM,FRIDAY,NH,W,WWH,1,7,2013,569829,937400
4576,Mount Road ATM,SATURDAY,NH,H,WHH,2,7,2013,569829,920700
4581,Mount Road ATM,SUNDAY,NH,H,HHW,2,7,2013,569829,588400
4586,Mount Road ATM,MONDAY,NH,W,HWW,2,7,2013,801886,570500
4591,Mount Road ATM,TUESDAY,NH,W,WWW,2,7,2013,801886,549600
4596,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,7,2013,801886,509700
4601,Mount Road ATM,THURSDAY,NH,W,WWW,3,7,2013,801886,110300
4606,Mount Road ATM,FRIDAY,NH,W,WWH,3,7,2013,801886,689500
4611,Mount Road ATM,SATURDAY,NH,H,WHH,3,7,2013,801886,399900
4616,Mount Road ATM,SUNDAY,NH,H,HHW,3,7,2013,801886,108600
4621,Mount Road ATM,MONDAY,NH,W,HWW,3,7,2013,419729,401700
4626,Mount Road ATM,TUESDAY,NH,W,WWW,4,7,2013,419729,570400
4631,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,7,2013,419729,551300
4636,Mount Road ATM,THURSDAY,NH,W,WWW,4,7,2013,419729,482900
4641,Mount Road ATM,FRIDAY,NH,W,WWH,4,7,2013,419729,562700
4646,Mount Road ATM,SATURDAY,NH,H,WHH,4,7,2013,419729,726000
4651,Mount Road ATM,SUNDAY,NH,H,HHW,5,7,2013,419729,192500
4656,Mount Road ATM,MONDAY,NH,W,HWW,5,7,2013,498215,395900
4661,Mount Road ATM,TUESDAY,NH,W,WWW,5,7,2013,498215,410200
4666,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,7,2013,498215,416100
4671,Mount Road ATM,THURSDAY,NH,W,WWW,5,7,2013,498215,267900
4676,Mount Road ATM,FRIDAY,NH,W,WWH,6,7,2013,498215,364500
4681,Mount Road ATM,SATURDAY,NH,H,WHH,6,7,2013,498215,560300
4686,Mount Road ATM,SUNDAY,NH,H,HHW,6,7,2013,498215,13500
4691,Mount Road ATM,MONDAY,NH,W,HWW,6,7,2013,346915,356300
4696,Mount Road ATM,TUESDAY,NH,W,WWW,6,7,2013,346915,445200
4701,Mount Road ATM,WEDNESDAY,NH,W,WWW,7,7,2013,346915,780800
4706,Mount Road ATM,THURSDAY,NH,W,WWW,1,8,2013,346915,386200
4711,Mount Road ATM,FRIDAY,NH,W,WWH,1,8,2013,346915,48400
4716,Mount Road ATM,SATURDAY,NH,H,WHH,1,8,2013,346915,502900
4721,Mount Road ATM,SUNDAY,NH,H,HHW,1,8,2013,346915,597300
4726,Mount Road ATM,MONDAY,NH,W,HWW,1,8,2013,445300,887000
4731,Mount Road ATM,TUESDAY,NH,W,WWW,2,8,2013,445300,733100
4736,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,8,2013,445300,672500
4741,Mount Road ATM,THURSDAY,NH,W,WWW,2,8,2013,445300,638000
4746,Mount Road ATM,FRIDAY,NH,W,WWH,2,8,2013,445300,283400
4751,Mount Road ATM,SATURDAY,NH,H,WHH,2,8,2013,445300,721600
4756,Mount Road ATM,SUNDAY,NH,H,HHW,3,8,2013,445300,296900
4761,Mount Road ATM,MONDAY,NH,W,HWW,3,8,2013,604643,524500
4766,Mount Road ATM,TUESDAY,NH,W,WWW,3,8,2013,604643,567600
4771,Mount Road ATM,WEDNESDAY,NH,W,WWH,3,8,2013,604643,455700
4775,Mount Road ATM,THURSDAY,N,H,WHW,3,8,2013,604643,433100
4780,Mount Road ATM,FRIDAY,NH,W,HWH,4,8,2013,604643,750400
4785,Mount Road ATM,SATURDAY,NH,H,WHH,4,8,2013,604643,740600
4790,Mount Road ATM,SUNDAY,NH,H,HHW,4,8,2013,604643,354200
4795,Mount Road ATM,MONDAY,NH,W,HWW,4,8,2013,546586,595400
4800,Mount Road ATM,TUESDAY,NH,W,WWW,4,8,2013,546586,536400
4805,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,8,2013,546586,583600
4810,Mount Road ATM,THURSDAY,NH,W,WWW,5,8,2013,546586,585700
4815,Mount Road ATM,FRIDAY,NH,W,WWH,5,8,2013,546586,419400
4820,Mount Road ATM,SATURDAY,NH,H,WHH,5,8,2013,546586,627100
4825,Mount Road ATM,SUNDAY,NH,H,HHW,5,8,2013,546586,362400
4829,Mount Road ATM,MONDAY,NH,W,HWW,6,8,2013,530000,360200
4834,Mount Road ATM,TUESDAY,NH,W,WWW,6,8,2013,530000,762700
4839,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,8,2013,530000,340700
4844,Mount Road ATM,THURSDAY,NH,W,WWW,6,8,2013,530000,763300
4849,Mount Road ATM,FRIDAY,NH,W,WWH,6,8,2013,530000,429400
4854,Mount Road ATM,SATURDAY,NH,H,WHH,7,8,2013,530000,728200
4859,Mount Road ATM,SUNDAY,NH,H,HHW,1,9,2013,530000,403400
4864,Mount Road ATM,MONDAY,NH,W,HWW,1,9,2013,541129,759100
4869,Mount Road ATM,TUESDAY,NH,W,WWW,1,9,2013,541129,882200
4874,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,9,2013,541129,849500
4879,Mount Road ATM,THURSDAY,NH,W,WWW,1,9,2013,541129,829100
4884,Mount Road ATM,FRIDAY,NH,W,WWH,2,9,2013,541129,819800
4889,Mount Road ATM,SATURDAY,NH,H,WHH,2,9,2013,541129,622500
4894,Mount Road ATM,SUNDAY,NH,H,HHH,2,9,2013,541129,290100
4899,Mount Road ATM,MONDAY,H,H,HHW,2,9,2013,721758,282200
4904,Mount Road ATM,TUESDAY,NH,W,HWW,2,9,2013,721758,723000
4909,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,9,2013,721758,733800
4914,Mount Road ATM,THURSDAY,NH,W,WWW,3,9,2013,721758,594500
4919,Mount Road ATM,FRIDAY,NH,W,WWH,3,9,2013,721758,576800
4924,Mount Road ATM,SATURDAY,NH,H,WHH,3,9,2013,721758,590100
4929,Mount Road ATM,SUNDAY,NH,H,HHW,3,9,2013,721758,324600
4934,Mount Road ATM,MONDAY,NH,W,HWW,4,9,2013,546429,524900
4939,Mount Road ATM,TUESDAY,NH,W,WWW,4,9,2013,546429,584500
4944,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,9,2013,546429,32200
4949,Mount Road ATM,THURSDAY,NH,W,WWW,4,9,2013,546429,695300
4954,Mount Road ATM,FRIDAY,NH,W,WWH,4,9,2013,546429,512700
4959,Mount Road ATM,SATURDAY,NH,H,WHH,5,9,2013,546429,507100
4964,Mount Road ATM,SUNDAY,NH,H,HHW,5,9,2013,546429,245900
4969,Mount Road ATM,MONDAY,NH,W,HWW,5,9,2013,443229,517500
4974,Mount Road ATM,TUESDAY,NH,W,WWW,5,9,2013,443229,354000
4979,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,9,2013,443229,493300
4984,Mount Road ATM,THURSDAY,NH,W,WWW,6,9,2013,443229,354200
4989,Mount Road ATM,FRIDAY,NH,W,WWH,6,9,2013,443229,375400
4994,Mount Road ATM,SATURDAY,NH,H,WHH,6,9,2013,443229,724600
4999,Mount Road ATM,SUNDAY,NH,H,HHW,6,9,2013,443229,204100
5004,Mount Road ATM,MONDAY,NH,W,HWW,6,9,2013,431872,561500
5009,Mount Road ATM,TUESDAY,NH,W,WWH,1,10,2013,431872,875100
5014,Mount Road ATM,WEDNESDAY,N,H,WHW,1,10,2013,431872,705400
5019,Mount Road ATM,THURSDAY,NH,W,HWW,1,10,2013,431872,908900
5024,Mount Road ATM,FRIDAY,NH,W,WWH,1,10,2013,431872,930400
5029,Mount Road ATM,SATURDAY,NH,H,WHH,1,10,2013,431872,858900
5034,Mount Road ATM,SUNDAY,NH,H,HHW,2,10,2013,431872,593800
5039,Mount Road ATM,MONDAY,NH,W,HWW,2,10,2013,776286,865500
5044,Mount Road ATM,TUESDAY,NH,W,WWW,2,10,2013,776286,651200
5049,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,10,2013,776286,553200
5054,Mount Road ATM,THURSDAY,NH,W,WWW,2,10,2013,776286,755500
5059,Mount Road ATM,FRIDAY,NH,W,WWH,3,10,2013,776286,736000
5064,Mount Road ATM,SATURDAY,NH,H,WHH,3,10,2013,776286,709900
5069,Mount Road ATM,SUNDAY,NH,H,HHH,3,10,2013,776286,450800
5074,Mount Road ATM,MONDAY,H,H,HHW,3,10,2013,674586,292400
5079,Mount Road ATM,TUESDAY,NH,W,HWW,3,10,2013,674586,385500
5084,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,10,2013,674586,366600
5089,Mount Road ATM,THURSDAY,NH,W,WWW,4,10,2013,674586,471000
5094,Mount Road ATM,FRIDAY,NH,W,WWH,4,10,2013,674586,601800
5099,Mount Road ATM,SATURDAY,NH,H,WHH,4,10,2013,674586,676500
5104,Mount Road ATM,SUNDAY,NH,H,HHW,4,10,2013,674586,400600
5109,Mount Road ATM,MONDAY,NH,W,HWW,5,10,2013,456343,463100
5114,Mount Road ATM,TUESDAY,NH,W,WWW,5,10,2013,456343,508100
5119,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,10,2013,456343,616400
5124,Mount Road ATM,THURSDAY,NH,W,WWW,5,10,2013,456343,929100
